Name,Age,Height,Weight,Gender,MaritalStatus,Preferred Motorcycle
User_0,1.1128817500082018,-0.9058081449233127,0.13017141038628816,0,1,3
User_1,0.37165239739850314,1.0084701826384768,-1.4994403281370488,0,0,1
User_2,-0.666068696255075,-1.6856993154114492,-0.7093255458227036,0,1,1
User_3,1.4093734910520812,-0.4095137637035895,1.2659614099631593,0,1,3
User_4,-1.184929243081864,-1.7565985127285524,-0.5117968502441173,1,1,3
User_5,-0.2213310846892558,0.7957725906871669,0.7721396710166936,1,1,2
User_6,1.1128817500082018,-1.1894049341917259,0.7227574971220471,0,1,1
User_7,-0.36957695521119555,-0.6222113556548995,0.8215218449113402,0,1,3
User_8,-0.07308521416731607,-1.1894049341917259,0.08078923649164158,1,0,1
User_9,-0.9625604372989545,-1.0476065395575194,1.5622544533310387,0,0,3
User_10,-0.9625604372989545,-0.7640097502891061,-0.017975111297651565,0,0,1
User_11,0.001037721093653793,-0.12591697443517624,0.08078923649164158,0,1,0
User_12,0.8905129442252921,0.8666717880042701,-1.4006759803477555,0,1,2
User_13,1.1870046852691716,0.6539741960529603,0.2289357581755813,0,0,1
User_14,0.001037721093653793,0.29947820946744363,0.37708227985952103,0,1,0
User_15,-1.5555439193867133,0.370377406784547,1.167197062173866,1,1,1
User_16,-0.14720814942828594,1.6465629584924066,-1.104382936979876,0,1,1
User_17,-1.6296668546476831,-1.4730017234601391,-1.5488225020316952,0,1,0
User_18,0.001037721093653793,1.29206697190689,-0.8080898936119967,1,1,1
User_19,1.483496426313051,1.71746215580951,0.27831793207022787,1,0,1
User_20,0.445775332659473,-0.8349089476062094,-0.659943371928057,1,0,2
User_21,1.038758814747232,-1.0476065395575194,-0.9562364152959364,0,0,0
User_22,-1.6296668546476831,-1.1894049341917259,-0.41303250245482415,1,0,0
User_23,-0.2213310846892558,0.5830749987358569,-1.3019116325584625,0,0,3
User_24,0.6681441384423826,-0.976707342240416,0.37708227985952103,0,1,1
User_25,-0.8884375020379846,0.6539741960529603,0.47584662764881414,0,1,2
User_26,-0.14720814942828594,0.6539741960529603,-1.0056185891905831,1,1,1
User_27,1.483496426313051,-1.7565985127285524,-1.598204675926342,1,1,1
User_28,0.07516065635462366,1.0084701826384768,0.13017141038628816,1,0,3
User_29,0.2234065268765634,-0.26771536906938287,1.7104009750149785,1,0,1
User_30,1.3352505557911114,0.22857901215034035,0.17955358428093474,1,0,2
User_31,0.29752946213753323,-1.2603041315088293,0.3277001059648744,0,1,2
User_32,-0.5919457609941051,-1.0476065395575194,1.3647257577524525,0,0,3
User_33,-0.666068696255075,1.0793693799555801,1.2659614099631593,0,1,1
User_34,1.7058652320959606,0.7957725906871669,-1.0056185891905831,0,0,2
User_35,1.483496426313051,-0.8349089476062094,-1.598204675926342,1,0,1
User_36,-1.5555439193867133,0.29947820946744363,1.759783148909625,1,1,1
User_37,0.9646358794862621,0.6539741960529603,-0.8574720675066433,0,1,1
User_38,-1.259052178342834,-0.3386145663864862,-0.314268154665531,1,0,3
User_39,-0.2213310846892558,0.7957725906871669,1.5622544533310387,1,0,1
User_40,-1.110806307820894,-1.4730017234601391,0.03140706259699501,0,1,2
User_41,1.1128817500082018,-0.4804129610206928,-1.4500581542424023,0,0,1
User_42,-0.4436998904721654,-0.8349089476062094,1.5128722794363922,1,0,2
User_43,-1.4814209841257435,0.0158814201990304,0.27831793207022787,1,1,1
User_44,0.07516065635462366,-1.5439009207772425,1.068432714384573,0,0,2
User_45,-0.7401916315160448,-0.055017777118072916,0.08078923649164158,0,1,2
User_46,-1.110806307820894,1.3629661692239934,0.5252288015434607,0,0,1
User_47,0.1492835916155935,1.1502685772726835,-0.5611790241387639,1,1,1
User_48,-1.6296668546476831,-0.055017777118072916,0.6239931493327538,0,0,2
User_49,-0.2954540199502257,-0.5513121583377961,-0.16612163298159127,0,1,0
User_50,0.29752946213753323,1.0084701826384768,-1.1537651108745228,1,0,3
User_51,1.7058652320959606,-1.2603041315088293,-1.2031472847691693,1,1,0
User_52,-1.259052178342834,0.9375709853213735,1.6116366272256852,1,0,0
User_53,1.483496426313051,1.0084701826384768,-1.0056185891905831,1,0,1
User_54,-1.184929243081864,-0.8349089476062094,-1.2031472847691693,1,0,3
User_55,1.7058652320959606,0.4412766041016503,-1.6475868498209885,0,0,0
User_56,0.8163900089643223,0.8666717880042701,-1.4500581542424023,0,0,1
User_57,-0.7401916315160448,0.5121758014187536,-0.7093255458227036,1,0,0
User_58,-0.5178228257331352,-0.19681617175227956,-1.3019116325584625,1,0,0
User_59,0.8905129442252921,-0.7640097502891061,0.4264644537541676,1,0,1
User_60,1.1870046852691716,0.5121758014187536,-1.6475868498209885,1,0,1
User_61,-1.4814209841257435,-0.055017777118072916,1.1178148882792196,1,1,1
User_62,-1.6296668546476831,-0.6222113556548995,1.4634901055417455,0,1,3
User_63,-1.3331751136038037,0.5121758014187536,-0.314268154665531,0,0,0
User_64,1.3352505557911114,1.5047645638582001,0.13017141038628816,0,1,1
User_65,-1.4814209841257435,-1.6856993154114492,0.6239931493327538,0,0,2
User_66,0.37165239739850314,-0.8349089476062094,0.13017141038628816,1,0,0
User_67,-0.4436998904721654,1.0084701826384768,0.7227574971220471,0,1,2
User_68,0.1492835916155935,1.0084701826384768,0.47584662764881414,1,0,3
User_69,1.483496426313051,0.9375709853213735,1.068432714384573,1,0,1
User_70,0.7422670737033524,-1.402102526143036,-0.314268154665531,1,1,2
User_71,-1.0366833725599243,-1.402102526143036,-1.4006759803477555,0,1,3
User_72,0.8905129442252921,-1.6148001180943459,1.3153435838578058,1,0,1
User_73,-0.7401916315160448,-1.3312033288259326,-0.7093255458227036,0,1,2
User_74,0.5198982679204428,-1.2603041315088293,-1.598204675926342,0,1,2
User_75,-0.666068696255075,1.1502685772726835,0.13017141038628816,1,0,3
User_76,-1.184929243081864,-0.7640097502891061,-0.7093255458227036,1,1,1
User_77,-0.7401916315160448,1.5047645638582001,-0.41303250245482415,1,1,1
User_78,-0.07308521416731607,0.22857901215034035,-0.26488598077088443,0,0,2
User_79,1.1870046852691716,0.5121758014187536,-1.6475868498209885,1,1,2
User_80,-0.2213310846892558,0.29947820946744363,0.03140706259699501,0,1,2
User_81,-0.5919457609941051,0.9375709853213735,1.759783148909625,1,0,1
User_82,1.557619361574021,0.08678061751613371,1.2165792360685128,1,0,3
User_83,-0.4436998904721654,0.7248733933700635,1.7104009750149785,0,0,3
User_84,1.7058652320959606,0.22857901215034035,-0.06735728519229814,0,1,1
User_85,0.001037721093653793,0.8666717880042701,0.8215218449113402,0,0,0
User_86,0.1492835916155935,0.5121758014187536,-1.104382936979876,0,0,3
User_87,0.07516065635462366,0.7957725906871669,-0.7093255458227036,0,1,2
User_88,1.557619361574021,0.08678061751613371,0.9202861927006333,0,0,0
User_89,1.2611276205301414,0.5121758014187536,0.4264644537541676,1,0,0
User_90,0.37165239739850314,-1.5439009207772425,0.7721396710166936,1,0,3
User_91,-0.666068696255075,-0.26771536906938287,-0.26488598077088443,0,0,0
User_92,1.557619361574021,-1.6856993154114492,1.1178148882792196,1,1,0
User_93,-1.7037897899086532,-1.1185057368746227,0.2289357581755813,0,0,3
User_94,0.07516065635462366,-1.4730017234601391,1.068432714384573,1,0,3
User_95,-1.259052178342834,-1.1185057368746227,0.4264644537541676,1,1,0
User_96,-1.110806307820894,0.5121758014187536,0.7721396710166936,0,0,2
User_97,0.001037721093653793,0.8666717880042701,-0.5611790241387639,0,1,1
User_98,-1.7037897899086532,-0.9058081449233127,0.47584662764881414,0,1,0
User_99,1.483496426313051,0.370377406784547,0.17955358428093474,1,1,0
User_100,-1.184929243081864,1.5047645638582001,-0.5611790241387639,0,0,2
User_101,0.001037721093653793,0.7248733933700635,0.5252288015434607,1,1,0
User_102,-0.9625604372989545,1.3629661692239934,0.8709040188059868,0,1,0
User_103,-0.5178228257331352,-0.12591697443517624,0.7721396710166936,1,1,1
User_104,-1.184929243081864,-0.7640097502891061,-1.3019116325584625,1,0,1
User_105,0.8163900089643223,0.22857901215034035,-1.6475868498209885,0,0,1
User_106,0.8163900089643223,-1.2603041315088293,-1.3019116325584625,1,0,3
User_107,0.6681441384423826,-1.4730017234601391,-0.26488598077088443,1,0,3
User_108,-1.4072980488647737,0.22857901215034035,-1.4500581542424023,0,0,1
User_109,1.3352505557911114,1.5047645638582001,0.6239931493327538,1,0,1
User_110,1.1128817500082018,-1.5439009207772425,-0.017975111297651565,0,0,3
User_111,1.2611276205301414,-0.976707342240416,1.5128722794363922,0,1,2
User_112,0.29752946213753323,1.3629661692239934,1.0190505404899264,0,1,0
User_113,-1.259052178342834,-1.6856993154114492,0.4264644537541676,0,1,0
User_114,-1.110806307820894,0.08678061751613371,-0.21550380687623785,1,1,1
User_115,-1.184929243081864,0.370377406784547,-0.8574720675066433,1,0,2
User_116,-0.8884375020379846,0.7248733933700635,-0.41303250245482415,1,1,3
User_117,0.7422670737033524,0.7248733933700635,-1.3019116325584625,0,1,1
User_118,0.6681441384423826,0.0158814201990304,0.6239931493327538,1,1,2
User_119,-0.07308521416731607,1.2211677745897869,0.5746109754381074,1,1,2
User_120,0.001037721093653793,0.08678061751613371,1.661018801120332,0,0,2
User_121,0.9646358794862621,-1.4730017234601391,-0.06735728519229814,0,0,3
User_122,0.8163900089643223,-0.4095137637035895,-1.6475868498209885,1,0,3
User_123,1.483496426313051,-1.0476065395575194,-0.7587077197173502,0,1,0
User_124,1.1870046852691716,-1.1185057368746227,-0.16612163298159127,0,0,0
User_125,-0.14720814942828594,1.0084701826384768,-1.0056185891905831,0,1,2
User_126,0.2234065268765634,0.8666717880042701,0.9202861927006333,0,0,2
User_127,0.8163900089643223,-1.402102526143036,0.6733753232274005,1,0,3
User_128,-1.7037897899086532,-1.2603041315088293,1.7104009750149785,0,0,0
User_129,0.8163900089643223,-0.19681617175227956,1.3647257577524525,0,0,2
User_130,0.9646358794862621,1.5047645638582001,1.5622544533310387,0,0,0
User_131,1.7058652320959606,0.0158814201990304,1.4634901055417455,0,1,0
User_132,-0.7401916315160448,1.4338653665410968,1.759783148909625,0,0,2
User_133,-1.5555439193867133,1.2211677745897869,1.414107931647099,0,1,3
User_134,-1.7037897899086532,-0.976707342240416,-0.06735728519229814,0,1,2
User_135,-1.4072980488647737,0.0158814201990304,0.3277001059648744,0,1,2
User_136,0.1492835916155935,-0.9058081449233127,0.6733753232274005,1,1,0
User_137,-0.7401916315160448,1.0084701826384768,-1.0550007630852296,0,1,2
User_138,1.1128817500082018,-0.5513121583377961,-0.16612163298159127,1,0,3
User_139,0.2234065268765634,-0.055017777118072916,1.661018801120332,0,0,2
User_140,-1.110806307820894,0.5121758014187536,-1.4994403281370488,0,0,3
User_141,-0.666068696255075,1.5047645638582001,-0.7587077197173502,0,0,3
